pruid,prename,updated,report_date,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_pfizerbiontech_6mo_5_distributed,numtotal_pfizerbiontech_bivalent_ba4_ba5_distributed,numtotal_pfizerbiontech_5_11_bivalent_ba4_ba5_distributed,numtotal_moderna_distributed,numtotal_moderna_6mo_5_distributed,numtotal_moderna_bivalent_ba1_distributed,numtotal_moderna_bivalent_ba4_ba5_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,numtotal_medicago_distributed,as_of_date,numdelta_all_distributed,numdelta_pfizerbiontech_distributed,numdelta_pfizerbiontech_6mo_5_distributed,numdelta_pfizerbiontech_5_11_distributed,numdelta_pfizerbiontech_bivalent_ba4_ba5_distributed,numdelta_pfizerbiontech_5_11_bivalent_ba4_ba5_distributed,numdelta_moderna_distributed,numdelta_moderna_6mo_5_distributed,numdelta_moderna_bivalent_ba1_distributed,numdelta_moderna_bivalent_ba4_ba5_distributed,numdelta_astrazeneca_distributed,numdelta_janssen_distributed,numdelta_novavax_distributed,numdelta_medicago_distributed
24,Quebec,1,2021-04-13,2640267,1692777,0,0,0,0,423290,0,0,0,524200,0,0,0,2021-04-12,282200,210600,,,,,,,,,71600,,,
60,Yukon,1,2021-04-13,51400,0,0,0,0,0,51400,0,0,0,0,0,0,0,2021-04-12,,,,,,,,,,,,,,
90,Federal allocation,1,2021-04-13,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-04-12,,,,,,,,,,,,,,
1,Canada,0,2021-04-14,11399542,7204062,0,0,0,0,2000980,0,0,0,2194500,0,0,0,2021-04-12,,,,,,,,,,,,,,
35,Ontario,0,2021-04-14,4506495,2901795,0,0,0,0,703900,0,0,0,900800,0,0,0,2021-04-12,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-14,1498430,977730,0,0,0,0,248900,0,0,0,271800,0,0,0,2021-04-12,,,,,,,,,,,,,,
48,Alberta,0,2021-04-14,1208955,766155,0,0,0,0,208900,0,0,0,233900,0,0,0,2021-04-12,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-14,334325,205725,0,0,0,0,66500,0,0,0,62100,0,0,0,2021-04-12,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-14,264790,168090,0,0,0,0,44900,0,0,0,51800,0,0,0,2021-04-12,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-14,401670,239070,0,0,0,0,90000,0,0,0,72600,0,0,0,2021-04-12,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-14,211545,134355,0,0,0,0,35790,0,0,0,41400,0,0,0,2021-04-12,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-14,144700,89700,0,0,0,0,27400,0,0,0,27600,0,0,0,2021-04-12,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-14,44265,28665,0,0,0,0,7300,0,0,0,8300,0,0,0,2021-04-12,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-14,51600,0,0,0,0,0,51600,0,0,0,0,0,0,0,2021-04-12,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-14,37500,0,0,0,0,0,37500,0,0,0,0,0,0,0,2021-04-12,,,,,,,,,,,,,,
24,Quebec,0,2021-04-14,2640267,1692777,0,0,0,0,423290,0,0,0,524200,0,0,0,2021-04-12,,,,,,,,,,,,,,
60,Yukon,0,2021-04-14,51400,0,0,0,0,0,51400,0,0,0,0,0,0,0,2021-04-12,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-14,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-04-12,,,,,,,,,,,,,,
1,Canada,1,2021-04-15,12703382,7569102,0,0,0,0,2818380,0,0,0,2315900,0,0,0,2021-04-14,1303840,365040,,,,,817400,,,,121400,,,
35,Ontario,1,2021-04-15,4852885,2945085,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-14,346390,43290,,,,,303100,,,,,,,
59,British Columbia,1,2021-04-15,1684870,1026870,0,0,0,0,343300,0,0,0,314700,0,0,0,2021-04-14,186440,49140,,,,,94400,,,,42900,,,
48,Alberta,1,2021-04-15,1449695,885495,0,0,0,0,293400,0,0,0,270800,0,0,0,2021-04-14,240740,119340,,,,,84500,,,,36900,,,
47,Saskatchewan,1,2021-04-15,396475,234975,0,0,0,0,89700,0,0,0,71800,0,0,0,2021-04-14,62150,29250,,,,,23200,,,,9700,,,
12,Nova Scotia,1,2021-04-15,316500,195000,0,0,0,0,61500,0,0,0,60000,0,0,0,2021-04-14,51710,26910,,,,,16600,,,,8200,,,
46,Manitoba,1,2021-04-15,479010,276510,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-14,77340,37440,,,,,28400,,,,11500,,,
13,New Brunswick,1,2021-04-15,255205,155415,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-14,43660,21060,,,,,16100,,,,6500,,,
10,Newfoundland and Labrador,1,2021-04-15,169140,103740,0,0,0,0,33400,0,0,0,32000,0,0,0,2021-04-14,24440,14040,,,,,6000,,,,4400,,,
11,Prince Edward Island,1,2021-04-15,53545,33345,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-14,9280,4680,,,,,3300,,,,1300,,,
61,Northwest Territories,1,2021-04-15,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-14,4700,,,,,,4700,,,,,,,
62,Nunavut,1,2021-04-15,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-14,4300,,,,,,4300,,,,,,,
24,Quebec,1,2021-04-15,2834157,1712667,0,0,0,0,597290,0,0,0,524200,0,0,0,2021-04-14,193890,19890,,,,,174000,,,,,,,
60,Yukon,1,2021-04-15,54300,0,0,0,0,0,54300,0,0,0,0,0,0,0,2021-04-14,2900,,,,,,2900,,,,,,,
90,Federal allocation,1,2021-04-15,59500,0,0,0,0,0,59500,0,0,0,0,0,0,0,2021-04-14,55900,,,,,,55900,,,,,,,
1,Canada,0,2021-04-16,12703382,7569102,0,0,0,0,2818380,0,0,0,2315900,0,0,0,2021-04-14,,,,,,,,,,,,,,
35,Ontario,0,2021-04-16,4852885,2945085,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-16,1684870,1026870,0,0,0,0,343300,0,0,0,314700,0,0,0,2021-04-14,,,,,,,,,,,,,,
48,Alberta,0,2021-04-16,1449695,885495,0,0,0,0,293400,0,0,0,270800,0,0,0,2021-04-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-16,396475,234975,0,0,0,0,89700,0,0,0,71800,0,0,0,2021-04-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-16,316500,195000,0,0,0,0,61500,0,0,0,60000,0,0,0,2021-04-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-16,479010,276510,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-16,255205,155415,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-16,169140,103740,0,0,0,0,33400,0,0,0,32000,0,0,0,2021-04-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-16,53545,33345,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-16,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-16,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
24,Quebec,0,2021-04-16,2834157,1712667,0,0,0,0,597290,0,0,0,524200,0,0,0,2021-04-14,,,,,,,,,,,,,,
60,Yukon,0,2021-04-16,54300,0,0,0,0,0,54300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-16,59500,0,0,0,0,0,59500,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
1,Canada,0,2021-04-17,12703382,7569102,0,0,0,0,2818380,0,0,0,2315900,0,0,0,2021-04-14,,,,,,,,,,,,,,
35,Ontario,0,2021-04-17,4852885,2945085,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-17,1684870,1026870,0,0,0,0,343300,0,0,0,314700,0,0,0,2021-04-14,,,,,,,,,,,,,,
48,Alberta,0,2021-04-17,1449695,885495,0,0,0,0,293400,0,0,0,270800,0,0,0,2021-04-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-17,396475,234975,0,0,0,0,89700,0,0,0,71800,0,0,0,2021-04-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-17,316500,195000,0,0,0,0,61500,0,0,0,60000,0,0,0,2021-04-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-17,479010,276510,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-17,255205,155415,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-17,169140,103740,0,0,0,0,33400,0,0,0,32000,0,0,0,2021-04-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-17,53545,33345,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-17,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-17,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
24,Quebec,0,2021-04-17,2834157,1712667,0,0,0,0,597290,0,0,0,524200,0,0,0,2021-04-14,,,,,,,,,,,,,,
60,Yukon,0,2021-04-17,54300,0,0,0,0,0,54300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-17,59500,0,0,0,0,0,59500,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
1,Canada,0,2021-04-18,12703382,7569102,0,0,0,0,2818380,0,0,0,2315900,0,0,0,2021-04-14,,,,,,,,,,,,,,
35,Ontario,0,2021-04-18,4852885,2945085,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-18,1684870,1026870,0,0,0,0,343300,0,0,0,314700,0,0,0,2021-04-14,,,,,,,,,,,,,,
48,Alberta,0,2021-04-18,1449695,885495,0,0,0,0,293400,0,0,0,270800,0,0,0,2021-04-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-18,396475,234975,0,0,0,0,89700,0,0,0,71800,0,0,0,2021-04-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-18,316500,195000,0,0,0,0,61500,0,0,0,60000,0,0,0,2021-04-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-18,479010,276510,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-18,255205,155415,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-18,169140,103740,0,0,0,0,33400,0,0,0,32000,0,0,0,2021-04-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-18,53545,33345,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-18,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-18,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
24,Quebec,0,2021-04-18,2834157,1712667,0,0,0,0,597290,0,0,0,524200,0,0,0,2021-04-14,,,,,,,,,,,,,,
60,Yukon,0,2021-04-18,54300,0,0,0,0,0,54300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-18,59500,0,0,0,0,0,59500,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
1,Canada,0,2021-04-19,12703382,7569102,0,0,0,0,2818380,0,0,0,2315900,0,0,0,2021-04-14,,,,,,,,,,,,,,
35,Ontario,0,2021-04-19,4852885,2945085,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-19,1684870,1026870,0,0,0,0,343300,0,0,0,314700,0,0,0,2021-04-14,,,,,,,,,,,,,,
48,Alberta,0,2021-04-19,1449695,885495,0,0,0,0,293400,0,0,0,270800,0,0,0,2021-04-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-19,396475,234975,0,0,0,0,89700,0,0,0,71800,0,0,0,2021-04-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-19,316500,195000,0,0,0,0,61500,0,0,0,60000,0,0,0,2021-04-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-19,479010,276510,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-19,255205,155415,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-19,169140,103740,0,0,0,0,33400,0,0,0,32000,0,0,0,2021-04-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-19,53545,33345,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-19,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-19,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
24,Quebec,0,2021-04-19,2834157,1712667,0,0,0,0,597290,0,0,0,524200,0,0,0,2021-04-14,,,,,,,,,,,,,,
60,Yukon,0,2021-04-19,54300,0,0,0,0,0,54300,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-19,59500,0,0,0,0,0,59500,0,0,0,0,0,0,0,2021-04-14,,,,,,,,,,,,,,
1,Canada,1,2021-04-20,13371462,8198562,0,0,0,0,2856880,0,0,0,2316020,0,0,0,2021-04-19,668080,629460,,,,,38500,,,,120,,,
35,Ontario,1,2021-04-20,5242495,3334695,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-19,389610,389610,,,,,,,,,,,,
59,British Columbia,1,2021-04-20,1731470,1061970,0,0,0,0,354800,0,0,0,314700,0,0,0,2021-04-19,46600,35100,,,,,11500,,,,,,,
48,Alberta,1,2021-04-20,1456295,885495,0,0,0,0,300000,0,0,0,270800,0,0,0,2021-04-19,6600,,,,,,6600,,,,,,,
47,Saskatchewan,1,2021-04-20,397575,234975,0,0,0,0,90700,0,0,0,71900,0,0,0,2021-04-19,1100,,,,,,1000,,,,100,,,
12,Nova Scotia,1,2021-04-20,320200,195000,0,0,0,0,65200,0,0,0,60000,0,0,0,2021-04-19,3700,,,,,,3700,,,,,,,
46,Manitoba,1,2021-04-20,479010,276510,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-19,,,,,,,,,,,,,,
13,New Brunswick,1,2021-04-20,255205,155415,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-19,,,,,,,,,,,,,,
10,Newfoundland and Labrador,1,2021-04-20,173840,103740,0,0,0,0,38100,0,0,0,32000,0,0,0,2021-04-19,4700,,,,,,4700,,,,,,,
11,Prince Edward Island,1,2021-04-20,53545,33345,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-19,,,,,,,,,,,,,,
61,Northwest Territories,1,2021-04-20,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-19,,,,,,,,,,,,,,
62,Nunavut,1,2021-04-20,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-19,,,,,,,,,,,,,,
24,Quebec,1,2021-04-20,3041207,1917417,0,0,0,0,599590,0,0,0,524200,0,0,0,2021-04-19,207050,204750,,,,,2300,,,,,,,
60,Yukon,1,2021-04-20,54320,0,0,0,0,0,54300,0,0,0,20,0,0,0,2021-04-19,20,,,,,,,,,,20,,,
90,Federal allocation,1,2021-04-20,68200,0,0,0,0,0,68200,0,0,0,0,0,0,0,2021-04-19,8700,,,,,,8700,,,,,,,
1,Canada,0,2021-04-21,13371462,8198562,0,0,0,0,2856880,0,0,0,2316020,0,0,0,2021-04-19,,,,,,,,,,,,,,
35,Ontario,0,2021-04-21,5242495,3334695,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-19,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-21,1731470,1061970,0,0,0,0,354800,0,0,0,314700,0,0,0,2021-04-19,,,,,,,,,,,,,,
48,Alberta,0,2021-04-21,1456295,885495,0,0,0,0,300000,0,0,0,270800,0,0,0,2021-04-19,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-21,397575,234975,0,0,0,0,90700,0,0,0,71900,0,0,0,2021-04-19,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-21,320200,195000,0,0,0,0,65200,0,0,0,60000,0,0,0,2021-04-19,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-21,479010,276510,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-19,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-21,255205,155415,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-19,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-21,173840,103740,0,0,0,0,38100,0,0,0,32000,0,0,0,2021-04-19,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-21,53545,33345,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-19,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-21,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-19,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-21,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-19,,,,,,,,,,,,,,
24,Quebec,0,2021-04-21,3041207,1917417,0,0,0,0,599590,0,0,0,524200,0,0,0,2021-04-19,,,,,,,,,,,,,,
60,Yukon,0,2021-04-21,54320,0,0,0,0,0,54300,0,0,0,20,0,0,0,2021-04-19,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-21,68200,0,0,0,0,0,68200,0,0,0,0,0,0,0,2021-04-19,,,,,,,,,,,,,,
1,Canada,1,2021-04-22,13760772,8588172,0,0,0,0,2856580,0,0,0,2316020,0,0,0,2021-04-21,389310,389610,,,,,-300,,,,,,,
35,Ontario,1,2021-04-22,5248345,3340545,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-21,5850,5850,,,,,,,,,,,,
59,British Columbia,1,2021-04-22,1834430,1164930,0,0,0,0,354800,0,0,0,314700,0,0,0,2021-04-21,102960,102960,,,,,,,,,,,,
48,Alberta,1,2021-04-22,1575635,1004835,0,0,0,0,300000,0,0,0,270800,0,0,0,2021-04-21,119340,119340,,,,,,,,,,,,
47,Saskatchewan,1,2021-04-22,429165,266565,0,0,0,0,90700,0,0,0,71900,0,0,0,2021-04-21,31590,31590,,,,,,,,,,,,
12,Nova Scotia,1,2021-04-22,345940,220740,0,0,0,0,65200,0,0,0,60000,0,0,0,2021-04-21,25740,25740,,,,,,,,,,,,
46,Manitoba,1,2021-04-22,516450,313950,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-21,37440,37440,,,,,,,,,,,,
13,New Brunswick,1,2021-04-22,277435,177645,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-21,22230,22230,,,,,,,,,,,,
10,Newfoundland and Labrador,1,2021-04-22,187880,117780,0,0,0,0,38100,0,0,0,32000,0,0,0,2021-04-21,14040,14040,,,,,,,,,,,,
11,Prince Edward Island,1,2021-04-22,58225,38025,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-21,4680,4680,,,,,,,,,,,,
61,Northwest Territories,1,2021-04-22,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
62,Nunavut,1,2021-04-22,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
24,Quebec,1,2021-04-22,3066947,1943157,0,0,0,0,599590,0,0,0,524200,0,0,0,2021-04-21,25740,25740,,,,,,,,,,,,
60,Yukon,1,2021-04-22,54320,0,0,0,0,0,54300,0,0,0,20,0,0,0,2021-04-21,,,,,,,,,,,,,,
90,Federal allocation,1,2021-04-22,67900,0,0,0,0,0,67900,0,0,0,0,0,0,0,2021-04-21,-300,,,,,,-300,,,,,,,
1,Canada,0,2021-04-23,13760772,8588172,0,0,0,0,2856580,0,0,0,2316020,0,0,0,2021-04-21,,,,,,,,,,,,,,
35,Ontario,0,2021-04-23,5248345,3340545,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-23,1834430,1164930,0,0,0,0,354800,0,0,0,314700,0,0,0,2021-04-21,,,,,,,,,,,,,,
48,Alberta,0,2021-04-23,1575635,1004835,0,0,0,0,300000,0,0,0,270800,0,0,0,2021-04-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-23,429165,266565,0,0,0,0,90700,0,0,0,71900,0,0,0,2021-04-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-23,345940,220740,0,0,0,0,65200,0,0,0,60000,0,0,0,2021-04-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-23,516450,313950,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-23,277435,177645,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-21,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-23,187880,117780,0,0,0,0,38100,0,0,0,32000,0,0,0,2021-04-21,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-23,58225,38025,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-21,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-23,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-23,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
24,Quebec,0,2021-04-23,3066947,1943157,0,0,0,0,599590,0,0,0,524200,0,0,0,2021-04-21,,,,,,,,,,,,,,
60,Yukon,0,2021-04-23,54320,0,0,0,0,0,54300,0,0,0,20,0,0,0,2021-04-21,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-23,67900,0,0,0,0,0,67900,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
1,Canada,0,2021-04-24,13760772,8588172,0,0,0,0,2856580,0,0,0,2316020,0,0,0,2021-04-21,,,,,,,,,,,,,,
35,Ontario,0,2021-04-24,5248345,3340545,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-24,1834430,1164930,0,0,0,0,354800,0,0,0,314700,0,0,0,2021-04-21,,,,,,,,,,,,,,
48,Alberta,0,2021-04-24,1575635,1004835,0,0,0,0,300000,0,0,0,270800,0,0,0,2021-04-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-24,429165,266565,0,0,0,0,90700,0,0,0,71900,0,0,0,2021-04-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-24,345940,220740,0,0,0,0,65200,0,0,0,60000,0,0,0,2021-04-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-24,516450,313950,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-24,277435,177645,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-21,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-24,187880,117780,0,0,0,0,38100,0,0,0,32000,0,0,0,2021-04-21,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-24,58225,38025,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-21,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-24,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-24,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
24,Quebec,0,2021-04-24,3066947,1943157,0,0,0,0,599590,0,0,0,524200,0,0,0,2021-04-21,,,,,,,,,,,,,,
60,Yukon,0,2021-04-24,54320,0,0,0,0,0,54300,0,0,0,20,0,0,0,2021-04-21,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-24,67900,0,0,0,0,0,67900,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
1,Canada,0,2021-04-25,13760772,8588172,0,0,0,0,2856580,0,0,0,2316020,0,0,0,2021-04-21,,,,,,,,,,,,,,
35,Ontario,0,2021-04-25,5248345,3340545,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-25,1834430,1164930,0,0,0,0,354800,0,0,0,314700,0,0,0,2021-04-21,,,,,,,,,,,,,,
48,Alberta,0,2021-04-25,1575635,1004835,0,0,0,0,300000,0,0,0,270800,0,0,0,2021-04-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-04-25,429165,266565,0,0,0,0,90700,0,0,0,71900,0,0,0,2021-04-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-04-25,345940,220740,0,0,0,0,65200,0,0,0,60000,0,0,0,2021-04-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-04-25,516450,313950,0,0,0,0,118400,0,0,0,84100,0,0,0,2021-04-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-04-25,277435,177645,0,0,0,0,51890,0,0,0,47900,0,0,0,2021-04-21,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-04-25,187880,117780,0,0,0,0,38100,0,0,0,32000,0,0,0,2021-04-21,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-04-25,58225,38025,0,0,0,0,10600,0,0,0,9600,0,0,0,2021-04-21,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-04-25,56300,0,0,0,0,0,56300,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
62,Nunavut,0,2021-04-25,41800,0,0,0,0,0,41800,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
24,Quebec,0,2021-04-25,3066947,1943157,0,0,0,0,599590,0,0,0,524200,0,0,0,2021-04-21,,,,,,,,,,,,,,
60,Yukon,0,2021-04-25,54320,0,0,0,0,0,54300,0,0,0,20,0,0,0,2021-04-21,,,,,,,,,,,,,,
90,Federal allocation,0,2021-04-25,67900,0,0,0,0,0,67900,0,0,0,0,0,0,0,2021-04-21,,,,,,,,,,,,,,
1,Canada,0,2021-04-26,13760772,8588172,0,0,0,0,2856580,0,0,0,2316020,0,0,0,2021-04-21,,,,,,,,,,,,,,
35,Ontario,0,2021-04-26,5248345,3340545,0,0,0,0,1007000,0,0,0,900800,0,0,0,2021-04-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-04-26,1834430,1164930,0,0,0,0,354800,0,0,0,314700,0,0,0,2021-04-21,,,,,,,,,,,,,,
