pruid,prename,updated,report_date,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_pfizerbiontech_6mo_5_distributed,numtotal_pfizerbiontech_bivalent_ba4_ba5_distributed,numtotal_pfizerbiontech_5_11_bivalent_ba4_ba5_distributed,numtotal_moderna_distributed,numtotal_moderna_6mo_5_distributed,numtotal_moderna_bivalent_ba1_distributed,numtotal_moderna_bivalent_ba4_ba5_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,numtotal_medicago_distributed,as_of_date,numdelta_all_distributed,numdelta_pfizerbiontech_distributed,numdelta_pfizerbiontech_6mo_5_distributed,numdelta_pfizerbiontech_5_11_distributed,numdelta_pfizerbiontech_bivalent_ba4_ba5_distributed,numdelta_pfizerbiontech_5_11_bivalent_ba4_ba5_distributed,numdelta_moderna_distributed,numdelta_moderna_6mo_5_distributed,numdelta_moderna_bivalent_ba1_distributed,numdelta_moderna_bivalent_ba4_ba5_distributed,numdelta_astrazeneca_distributed,numdelta_janssen_distributed,numdelta_novavax_distributed,numdelta_medicago_distributed
46,Manitoba,0,2021-08-06,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-03,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-06,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-03,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-06,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-03,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-06,262265,176385,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-03,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-06,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-03,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-06,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-03,,,,,,,,,,,,,,
24,Quebec,0,2021-08-06,13756237,9494067,0,0,0,0,3469750,0,0,0,792420,0,0,0,2021-08-03,,,,,,,,,,,,,,
60,Yukon,0,2021-08-06,65690,2340,0,0,0,0,63330,0,0,0,20,0,0,0,2021-08-03,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-06,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-03,,,,,,,,,,,,,,
1,Canada,0,2021-08-07,61923380,40829760,0,0,0,0,18040190,0,0,0,3053430,0,0,0,2021-08-03,,,,,,,,,,,,,,
35,Ontario,0,2021-08-07,25128231,16344681,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-03,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-07,7554990,5167830,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-03,,,,,,,,,,,,,,
48,Alberta,0,2021-08-07,6614665,4387305,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-03,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-07,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-03,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-07,1613210,1051110,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-03,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-07,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-03,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-07,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-03,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-07,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-03,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-07,262265,176385,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-03,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-07,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-03,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-07,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-03,,,,,,,,,,,,,,
24,Quebec,0,2021-08-07,13756237,9494067,0,0,0,0,3469750,0,0,0,792420,0,0,0,2021-08-03,,,,,,,,,,,,,,
60,Yukon,0,2021-08-07,65690,2340,0,0,0,0,63330,0,0,0,20,0,0,0,2021-08-03,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-07,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-03,,,,,,,,,,,,,,
1,Canada,0,2021-08-08,61923380,40829760,0,0,0,0,18040190,0,0,0,3053430,0,0,0,2021-08-03,,,,,,,,,,,,,,
35,Ontario,0,2021-08-08,25128231,16344681,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-03,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-08,7554990,5167830,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-03,,,,,,,,,,,,,,
48,Alberta,0,2021-08-08,6614665,4387305,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-03,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-08,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-03,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-08,1613210,1051110,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-03,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-08,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-03,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-08,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-03,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-08,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-03,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-08,262265,176385,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-03,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-08,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-03,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-08,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-03,,,,,,,,,,,,,,
24,Quebec,0,2021-08-08,13756237,9494067,0,0,0,0,3469750,0,0,0,792420,0,0,0,2021-08-03,,,,,,,,,,,,,,
60,Yukon,0,2021-08-08,65690,2340,0,0,0,0,63330,0,0,0,20,0,0,0,2021-08-03,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-08,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-03,,,,,,,,,,,,,,
1,Canada,1,2021-08-09,61923380,40829760,0,0,0,0,18040190,0,0,0,3053430,0,0,0,2021-08-04,,,,,,,,,,,,,,
35,Ontario,1,2021-08-09,25128231,16344681,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-04,,,,,,,,,,,,,,
59,British Columbia,1,2021-08-09,7554990,5167830,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-04,,,,,,,,,,,,,,
48,Alberta,1,2021-08-09,6614665,4387305,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-04,,,,,,,,,,,,,,
47,Saskatchewan,1,2021-08-09,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-04,,,,,,,,,,,,,,
12,Nova Scotia,1,2021-08-09,1613210,1051110,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-04,,,,,,,,,,,,,,
46,Manitoba,1,2021-08-09,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-04,,,,,,,,,,,,,,
13,New Brunswick,1,2021-08-09,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-04,,,,,,,,,,,,,,
10,Newfoundland and Labrador,1,2021-08-09,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-04,,,,,,,,,,,,,,
11,Prince Edward Island,1,2021-08-09,262265,176385,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-04,,,,,,,,,,,,,,
61,Northwest Territories,1,2021-08-09,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-04,,,,,,,,,,,,,,
62,Nunavut,1,2021-08-09,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-04,,,,,,,,,,,,,,
24,Quebec,1,2021-08-09,13756237,9494067,0,0,0,0,3469750,0,0,0,792420,0,0,0,2021-08-04,,,,,,,,,,,,,,
60,Yukon,1,2021-08-09,65690,2340,0,0,0,0,63330,0,0,0,20,0,0,0,2021-08-04,,,,,,,,,,,,,,
90,Federal allocation,1,2021-08-09,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-04,,,,,,,,,,,,,,
1,Canada,1,2021-08-10,62897250,41856960,0,0,0,0,18040170,0,0,0,2999210,0,0,0,2021-08-09,973870,1027200,,,,,-20,,,,-54220,,,
35,Ontario,1,2021-08-10,25700121,16916571,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-09,571890,571890,,,,,,,,,,,,
59,British Columbia,1,2021-08-10,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-09,113400,113400,,,,,,,,,,,,
48,Alberta,1,2021-08-10,6614665,4387305,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-09,,,,,,,,,,,,,,
47,Saskatchewan,1,2021-08-10,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-09,,,,,,,,,,,,,,
12,Nova Scotia,1,2021-08-10,1613210,1051110,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-09,,,,,,,,,,,,,,
46,Manitoba,1,2021-08-10,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-09,,,,,,,,,,,,,,
13,New Brunswick,1,2021-08-10,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-09,,,,,,,,,,,,,,
10,Newfoundland and Labrador,1,2021-08-10,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-09,,,,,,,,,,,,,,
11,Prince Edward Island,1,2021-08-10,262265,176385,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-09,,,,,,,,,,,,,,
61,Northwest Territories,1,2021-08-10,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-09,,,,,,,,,,,,,,
62,Nunavut,1,2021-08-10,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-09,,,,,,,,,,,,,,
24,Quebec,1,2021-08-10,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-09,287600,341910,,,,,,,,,-54310,,,
60,Yukon,1,2021-08-10,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-09,980,,,,,,980,,,,,,,
90,Federal allocation,1,2021-08-10,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-09,,,,,,,,,,,,,,
1,Canada,0,2021-08-11,62897250,41856960,0,0,0,0,18040170,0,0,0,2999210,0,0,0,2021-08-09,,,,,,,,,,,,,,
35,Ontario,0,2021-08-11,25700121,16916571,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-09,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-11,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-09,,,,,,,,,,,,,,
48,Alberta,0,2021-08-11,6614665,4387305,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-09,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-11,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-09,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-11,1613210,1051110,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-09,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-11,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-09,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-11,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-09,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-11,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-09,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-11,262265,176385,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-09,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-11,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-09,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-11,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-09,,,,,,,,,,,,,,
24,Quebec,0,2021-08-11,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-09,,,,,,,,,,,,,,
60,Yukon,0,2021-08-11,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-09,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-11,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-09,,,,,,,,,,,,,,
1,Canada,1,2021-08-12,63578190,42537900,0,0,0,0,18041170,0,0,0,2999120,0,0,0,2021-08-11,680940,680940,,,,,1000,,,,-90,,,
35,Ontario,1,2021-08-12,26173971,17390421,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-11,473850,473850,,,,,,,,,,,,
59,British Columbia,1,2021-08-12,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-11,,,,,,,,,,,,,,
48,Alberta,1,2021-08-12,6763255,4535895,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-11,148590,148590,,,,,,,,,,,,
47,Saskatchewan,1,2021-08-12,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-11,,,,,,,,,,,,,,
12,Nova Scotia,1,2021-08-12,1661180,1099080,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-11,47970,47970,,,,,,,,,,,,
46,Manitoba,1,2021-08-12,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-11,,,,,,,,,,,,,,
13,New Brunswick,1,2021-08-12,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-11,,,,,,,,,,,,,,
10,Newfoundland and Labrador,1,2021-08-12,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-11,,,,,,,,,,,,,,
11,Prince Edward Island,1,2021-08-12,272795,186915,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-11,10530,10530,,,,,,,,,,,,
61,Northwest Territories,1,2021-08-12,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
62,Nunavut,1,2021-08-12,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
24,Quebec,1,2021-08-12,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-11,,,,,,,,,,,,,,
60,Yukon,1,2021-08-12,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-11,,,,,,,,,,,,,,
90,Federal allocation,1,2021-08-12,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-11,,,,,,,,,,,,,,
1,Canada,0,2021-08-13,63578190,42537900,0,0,0,0,18041170,0,0,0,2999120,0,0,0,2021-08-11,,,,,,,,,,,,,,
35,Ontario,0,2021-08-13,26173971,17390421,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-11,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-13,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-11,,,,,,,,,,,,,,
48,Alberta,0,2021-08-13,6763255,4535895,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-11,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-13,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-11,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-13,1661180,1099080,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-11,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-13,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-11,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-13,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-11,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-13,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-11,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-13,272795,186915,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-11,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-13,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-13,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
24,Quebec,0,2021-08-13,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-11,,,,,,,,,,,,,,
60,Yukon,0,2021-08-13,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-11,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-13,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-11,,,,,,,,,,,,,,
1,Canada,0,2021-08-14,63578190,42537900,0,0,0,0,18041170,0,0,0,2999120,0,0,0,2021-08-11,,,,,,,,,,,,,,
35,Ontario,0,2021-08-14,26173971,17390421,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-11,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-14,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-11,,,,,,,,,,,,,,
48,Alberta,0,2021-08-14,6763255,4535895,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-11,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-14,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-11,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-14,1661180,1099080,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-11,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-14,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-11,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-14,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-11,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-14,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-11,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-14,272795,186915,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-11,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-14,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-14,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
24,Quebec,0,2021-08-14,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-11,,,,,,,,,,,,,,
60,Yukon,0,2021-08-14,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-11,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-14,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-11,,,,,,,,,,,,,,
1,Canada,0,2021-08-15,63578190,42537900,0,0,0,0,18041170,0,0,0,2999120,0,0,0,2021-08-11,,,,,,,,,,,,,,
35,Ontario,0,2021-08-15,26173971,17390421,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-11,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-15,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-11,,,,,,,,,,,,,,
48,Alberta,0,2021-08-15,6763255,4535895,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-11,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-15,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-11,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-15,1661180,1099080,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-11,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-15,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-11,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-15,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-11,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-15,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-11,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-15,272795,186915,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-11,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-15,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-15,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
24,Quebec,0,2021-08-15,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-11,,,,,,,,,,,,,,
60,Yukon,0,2021-08-15,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-11,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-15,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-11,,,,,,,,,,,,,,
1,Canada,0,2021-08-16,63578190,42537900,0,0,0,0,18041170,0,0,0,2999120,0,0,0,2021-08-11,,,,,,,,,,,,,,
35,Ontario,0,2021-08-16,26173971,17390421,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-11,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-16,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-11,,,,,,,,,,,,,,
48,Alberta,0,2021-08-16,6763255,4535895,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-11,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-16,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-11,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-16,1661180,1099080,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-11,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-16,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-11,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-16,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-11,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-16,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-11,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-16,272795,186915,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-11,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-16,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-16,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
24,Quebec,0,2021-08-16,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-11,,,,,,,,,,,,,,
60,Yukon,0,2021-08-16,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-11,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-16,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-11,,,,,,,,,,,,,,
1,Canada,0,2021-08-17,63578190,42537900,0,0,0,0,18041170,0,0,0,2999120,0,0,0,2021-08-11,,,,,,,,,,,,,,
35,Ontario,0,2021-08-17,26173971,17390421,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-11,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-17,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-11,,,,,,,,,,,,,,
48,Alberta,0,2021-08-17,6763255,4535895,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-11,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-17,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-11,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-17,1661180,1099080,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-11,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-17,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-11,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-17,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-11,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-17,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-11,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-17,272795,186915,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-11,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-17,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
62,Nunavut,0,2021-08-17,60360,9360,0,0,0,0,51000,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
24,Quebec,0,2021-08-17,14043837,9835977,0,0,0,0,3469750,0,0,0,738110,0,0,0,2021-08-11,,,,,,,,,,,,,,
60,Yukon,0,2021-08-17,66670,2340,0,0,0,0,64310,0,0,0,20,0,0,0,2021-08-11,,,,,,,,,,,,,,
90,Federal allocation,0,2021-08-17,208742,3372,0,0,0,0,204910,0,0,0,460,0,0,0,2021-08-11,,,,,,,,,,,,,,
1,Canada,0,2021-08-18,63578190,42537900,0,0,0,0,18041170,0,0,0,2999120,0,0,0,2021-08-11,,,,,,,,,,,,,,
35,Ontario,0,2021-08-18,26173971,17390421,0,0,0,0,7627250,0,0,0,1156300,0,0,0,2021-08-11,,,,,,,,,,,,,,
59,British Columbia,0,2021-08-18,7668390,5281230,0,0,0,0,1955720,0,0,0,431440,0,0,0,2021-08-11,,,,,,,,,,,,,,
48,Alberta,0,2021-08-18,6763255,4535895,0,0,0,0,1911560,0,0,0,315800,0,0,0,2021-08-11,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-08-18,2004075,1278585,0,0,0,0,617990,0,0,0,107500,0,0,0,2021-08-11,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-08-18,1661180,1099080,0,0,0,0,502100,0,0,0,60000,0,0,0,2021-08-11,,,,,,,,,,,,,,
46,Manitoba,0,2021-08-18,2416480,1521300,0,0,0,0,808920,0,0,0,86260,0,0,0,2021-08-11,,,,,,,,,,,,,,
13,New Brunswick,0,2021-08-18,1306015,846255,0,0,0,0,407530,0,0,0,52230,0,0,0,2021-08-11,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-08-18,850190,537810,0,0,0,0,271280,0,0,0,41100,0,0,0,2021-08-11,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-08-18,272795,186915,0,0,0,0,75980,0,0,0,9900,0,0,0,2021-08-11,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-08-18,82230,9360,0,0,0,0,72870,0,0,0,0,0,0,0,2021-08-11,,,,,,,,,,,,,,
