"prov","age","epiyr","epiwk","date_wk_start","date_wk_end","rate_wkly"
"QC","50_59",2021,10,2021-03-07,2021-03-13,5473
"QC","50_59",2021,11,2021-03-14,2021-03-20,7574
"QC","50_59",2021,12,2021-03-21,2021-03-27,10632
"QC","50_59",2021,13,2021-03-28,2021-04-03,12626
"QC","50_59",2021,14,2021-04-04,2021-04-10,57833
"QC","50_59",2021,15,2021-04-11,2021-04-17,140107
"QC","50_59",2021,16,2021-04-18,2021-04-24,132430
"QC","50_59",2021,17,2021-04-25,2021-05-01,93650
"QC","50_59",2021,18,2021-05-02,2021-05-08,151216
"QC","50_59",2021,19,2021-05-09,2021-05-15,134019
"QC","50_59",2021,20,2021-05-16,2021-05-22,73371
"QC","50_59",2021,21,2021-05-23,2021-05-29,40297
"QC","50_59",2021,22,2021-05-30,2021-06-05,31267
"QC","50_59",2021,23,2021-06-06,2021-06-12,14291
"QC","50_59",2021,24,2021-06-13,2021-06-19,8119
"QC","50_59",2021,25,2021-06-20,2021-06-26,5491
"QC","50_59",2021,26,2021-06-27,2021-07-03,5893
"QC","50_59",2021,27,2021-07-04,2021-07-10,5454
"QC","50_59",2021,28,2021-07-11,2021-07-17,5509
"QC","50_59",2021,29,2021-07-18,2021-07-24,5153
"QC","50_59",2021,30,2021-07-25,2021-07-31,4904
"QC","50_59",2021,31,2021-08-01,2021-08-07,5065
"QC","50_59",2021,32,2021-08-08,2021-08-14,5724
"QC","50_59",2021,33,2021-08-15,2021-08-21,5047
"QC","50_59",2021,34,2021-08-22,2021-08-28,4820
"QC","50_59",2021,35,2021-08-29,2021-09-04,4496
"QC","50_59",2021,36,2021-09-05,2021-09-11,4682
"QC","50_59",2021,37,2021-09-12,2021-09-18,4463
"QC","50_59",2021,38,2021-09-19,2021-09-25,3156
"QC","50_59",2021,39,2021-09-26,2021-10-02,2708
"QC","50_59",2021,40,2021-10-03,2021-10-09,2647
"QC","50_59",2021,41,2021-10-10,2021-10-16,2445
"QC","50_59",2021,42,2021-10-17,2021-10-23,2171
"QC","50_59",2021,43,2021-10-24,2021-10-30,1640
"QC","50_59",2021,44,2021-10-31,2021-11-06,1340
"QC","50_59",2021,45,2021-11-07,2021-11-13,1229
"QC","50_59",2021,46,2021-11-14,2021-11-20,1161
"QC","50_59",2021,47,2021-11-21,2021-11-27,1097
"QC","50_59",2021,48,2021-11-28,2021-12-04,971
"QC","50_59",2021,49,2021-12-05,2021-12-11,889
"QC","50_59",2021,50,2021-12-12,2021-12-18,894
"QC","50_59",2021,51,2021-12-19,2021-12-25,717
"QC","50_59",2021,52,2021-12-26,2022-01-01,645
"QC","50_59",2022,1,2022-01-02,2022-01-08,1291
"QC","50_59",2022,2,2022-01-09,2022-01-15,2299
"QC","50_59",2022,3,2022-01-16,2022-01-22,1856
"QC","50_59",2022,4,2022-01-23,2022-01-29,1406
"QC","50_59",2022,5,2022-01-30,2022-02-05,826
"QC","50_59",2022,6,2022-02-06,2022-02-12,531
"QC","50_59",2022,7,2022-02-13,2022-02-19,246
"QC","50_59",2022,8,2022-02-20,2022-02-26,182
"QC","50_59",2022,9,2022-02-27,2022-03-05,143
"QC","50_59",2022,10,2022-03-06,2022-03-12,96
"QC","50_59",2022,11,2022-03-13,2022-03-19,107
"QC","50_59",2022,12,2022-03-20,2022-03-26,82
"QC","50_59",2022,13,2022-03-27,2022-04-02,120
"QC","50_59",2022,14,2022-04-03,2022-04-09,117
"QC","50_59",2022,15,2022-04-10,2022-04-16,152
"QC","50_59",2022,16,2022-04-17,2022-04-23,149
"QC","50_59",2022,17,2022-04-24,2022-04-30,95
"QC","50_59",2022,18,2022-05-01,2022-05-07,157
"QC","50_59",2022,19,2022-05-08,2022-05-14,129
"QC","50_59",2022,20,2022-05-15,2022-05-21,115
"QC","50_59",2022,21,2022-05-22,2022-05-28,102
"QC","50_59",2022,22,2022-05-29,2022-06-04,102
"QC","50_59",2022,23,2022-06-05,2022-06-11,96
"QC","50_59",2022,24,2022-06-12,2022-06-18,71
"QC","50_59",2022,25,2022-06-19,2022-06-25,54
"QC","50_59",2022,26,2022-06-26,2022-07-02,55
"QC","50_59",2022,27,2022-07-03,2022-07-09,106
"QC","50_59",2022,28,2022-07-10,2022-07-16,82
"QC","50_59",2022,29,2022-07-17,2022-07-23,86
"QC","50_59",2022,30,2022-07-24,2022-07-30,71
"QC","50_59",2022,31,2022-07-31,2022-08-06,79
"QC","50_59",2022,32,2022-08-07,2022-08-13,88
"QC","50_59",2022,33,2022-08-14,2022-08-20,65
"QC","50_59",2022,34,2022-08-21,2022-08-27,89
"QC","50_59",2022,35,2022-08-28,2022-09-03,71
"QC","50_59",2022,36,2022-09-04,2022-09-10,74
"QC","50_59",2022,37,2022-09-11,2022-09-17,72
"QC","50_59",2022,38,2022-09-18,2022-09-24,50
"QC","50_59",2022,39,2022-09-25,2022-10-01,54
"QC","50_59",2022,40,2022-10-02,2022-10-08,62
"QC","50_59",2022,41,2022-10-09,2022-10-15,47
"QC","50_59",2022,42,2022-10-16,2022-10-22,69
"QC","50_59",2022,43,2022-10-23,2022-10-29,73
"QC","50_59",2022,44,2022-10-30,2022-11-05,73
"QC","50_59",2022,45,2022-11-06,2022-11-12,64
"QC","50_59",2022,46,2022-11-13,2022-11-19,71
"QC","50_59",2022,47,2022-11-20,2022-11-26,66
"QC","50_59",2022,48,2022-11-27,2022-12-03,56
"QC","50_59",2022,49,2022-12-04,2022-12-10,57
"QC","50_59",2022,50,2022-12-11,2022-12-17,54
"QC","50_59",2022,51,2022-12-18,2022-12-24,58
"QC","50_59",2022,52,2022-12-25,2022-12-31,49
"QC","50_59",2023,1,2023-01-01,2023-01-07,59
"QC","50_59",2023,2,2023-01-08,2023-01-14,47
"QC","50_59",2023,3,2023-01-15,2023-01-21,30
"QC","50_59",2023,4,2023-01-22,2023-01-28,20
"QC","50_59",2023,5,2023-01-29,2023-02-04,25
"QC","50_59",2023,6,2023-02-05,2023-02-11,18
"QC","50_59",2023,7,2023-02-12,2023-02-18,17
"QC","50_59",2023,8,2023-02-19,2023-02-25,17
"QC","50_59",2023,9,2023-02-26,2023-02-26,1
"QC","60+",2020,51,2020-12-14,2020-12-19,908
"QC","60+",2020,52,2020-12-20,2020-12-26,3165
"QC","60+",2020,53,2020-12-27,2021-01-02,1422
"QC","60+",2021,1,2021-01-03,2021-01-09,22856
"QC","60+",2021,2,2021-01-10,2021-01-16,17254
"QC","60+",2021,3,2021-01-17,2021-01-23,27205
"QC","60+",2021,4,2021-01-24,2021-01-30,9711
"QC","60+",2021,5,2021-01-31,2021-02-06,8935
"QC","60+",2021,6,2021-02-07,2021-02-13,22950
"QC","60+",2021,7,2021-02-14,2021-02-20,39748
"QC","60+",2021,8,2021-02-21,2021-02-27,69826
"QC","60+",2021,9,2021-02-28,2021-03-06,108091
"QC","60+",2021,10,2021-03-07,2021-03-13,155965
"QC","60+",2021,11,2021-03-14,2021-03-20,210855
"QC","60+",2021,12,2021-03-21,2021-03-27,254365
"QC","60+",2021,13,2021-03-28,2021-04-03,275045
"QC","60+",2021,14,2021-04-04,2021-04-10,276358
"QC","60+",2021,15,2021-04-11,2021-04-17,241095
"QC","60+",2021,16,2021-04-18,2021-04-24,159639
"QC","60+",2021,17,2021-04-25,2021-05-01,106671
"QC","60+",2021,18,2021-05-02,2021-05-08,70327
"QC","60+",2021,19,2021-05-09,2021-05-15,44085
"QC","60+",2021,20,2021-05-16,2021-05-22,22711
"QC","60+",2021,21,2021-05-23,2021-05-29,16127
"QC","60+",2021,22,2021-05-30,2021-06-05,14149
"QC","60+",2021,23,2021-06-06,2021-06-12,7441
"QC","60+",2021,24,2021-06-13,2021-06-19,5243
"QC","60+",2021,25,2021-06-20,2021-06-26,3762
"QC","60+",2021,26,2021-06-27,2021-07-03,4044
"QC","60+",2021,27,2021-07-04,2021-07-10,3779
"QC","60+",2021,28,2021-07-11,2021-07-17,4037
"QC","60+",2021,29,2021-07-18,2021-07-24,3860
"QC","60+",2021,30,2021-07-25,2021-07-31,3575
"QC","60+",2021,31,2021-08-01,2021-08-07,3687
"QC","60+",2021,32,2021-08-08,2021-08-14,4279
"QC","60+",2021,33,2021-08-15,2021-08-21,3739
"QC","60+",2021,34,2021-08-22,2021-08-28,3344
"QC","60+",2021,35,2021-08-29,2021-09-04,3193
"QC","60+",2021,36,2021-09-05,2021-09-11,3245
"QC","60+",2021,37,2021-09-12,2021-09-18,3263
"QC","60+",2021,38,2021-09-19,2021-09-25,2425
"QC","60+",2021,39,2021-09-26,2021-10-02,2084
"QC","60+",2021,40,2021-10-03,2021-10-09,1987
"QC","60+",2021,41,2021-10-10,2021-10-16,1827
"QC","60+",2021,42,2021-10-17,2021-10-23,1726
"QC","60+",2021,43,2021-10-24,2021-10-30,1409
"QC","60+",2021,44,2021-10-31,2021-11-06,1128
"QC","60+",2021,45,2021-11-07,2021-11-13,1014
"QC","60+",2021,46,2021-11-14,2021-11-20,940
"QC","60+",2021,47,2021-11-21,2021-11-27,831
"QC","60+",2021,48,2021-11-28,2021-12-04,764
"QC","60+",2021,49,2021-12-05,2021-12-11,701
"QC","60+",2021,50,2021-12-12,2021-12-18,759
"QC","60+",2021,51,2021-12-19,2021-12-25,847
"QC","60+",2021,52,2021-12-26,2022-01-01,782
"QC","60+",2022,1,2022-01-02,2022-01-08,1373
"QC","60+",2022,2,2022-01-09,2022-01-15,2643
"QC","60+",2022,3,2022-01-16,2022-01-22,2165
"QC","60+",2022,4,2022-01-23,2022-01-29,1582
"QC","60+",2022,5,2022-01-30,2022-02-05,949
"QC","60+",2022,6,2022-02-06,2022-02-12,617
"QC","60+",2022,7,2022-02-13,2022-02-19,313
"QC","60+",2022,8,2022-02-20,2022-02-26,227
"QC","60+",2022,9,2022-02-27,2022-03-05,149
"QC","60+",2022,10,2022-03-06,2022-03-12,157
"QC","60+",2022,11,2022-03-13,2022-03-19,122
"QC","60+",2022,12,2022-03-20,2022-03-26,135
"QC","60+",2022,13,2022-03-27,2022-04-02,148
"QC","60+",2022,14,2022-04-03,2022-04-09,195
"QC","60+",2022,15,2022-04-10,2022-04-16,235
"QC","60+",2022,16,2022-04-17,2022-04-23,213
"QC","60+",2022,17,2022-04-24,2022-04-30,235
"QC","60+",2022,18,2022-05-01,2022-05-07,182
"QC","60+",2022,19,2022-05-08,2022-05-14,184
"QC","60+",2022,20,2022-05-15,2022-05-21,154
"QC","60+",2022,21,2022-05-22,2022-05-28,97
"QC","60+",2022,22,2022-05-29,2022-06-04,121
"QC","60+",2022,23,2022-06-05,2022-06-11,103
"QC","60+",2022,24,2022-06-12,2022-06-18,86
"QC","60+",2022,25,2022-06-19,2022-06-25,78
"QC","60+",2022,26,2022-06-26,2022-07-02,117
"QC","60+",2022,27,2022-07-03,2022-07-09,177
"QC","60+",2022,28,2022-07-10,2022-07-16,205
"QC","60+",2022,29,2022-07-17,2022-07-23,215
"QC","60+",2022,30,2022-07-24,2022-07-30,168
"QC","60+",2022,31,2022-07-31,2022-08-06,179
"QC","60+",2022,32,2022-08-07,2022-08-13,128
"QC","60+",2022,33,2022-08-14,2022-08-20,186
"QC","60+",2022,34,2022-08-21,2022-08-27,196
"QC","60+",2022,35,2022-08-28,2022-09-03,179
"QC","60+",2022,36,2022-09-04,2022-09-10,168
"QC","60+",2022,37,2022-09-11,2022-09-17,169
"QC","60+",2022,38,2022-09-18,2022-09-24,164
"QC","60+",2022,39,2022-09-25,2022-10-01,138
"QC","60+",2022,40,2022-10-02,2022-10-08,115
"QC","60+",2022,41,2022-10-09,2022-10-15,160
"QC","60+",2022,42,2022-10-16,2022-10-22,161
"QC","60+",2022,43,2022-10-23,2022-10-29,181
"QC","60+",2022,44,2022-10-30,2022-11-05,145
"QC","60+",2022,45,2022-11-06,2022-11-12,153
"QC","60+",2022,46,2022-11-13,2022-11-19,142
"QC","60+",2022,47,2022-11-20,2022-11-26,154
"QC","60+",2022,48,2022-11-27,2022-12-03,114
"QC","60+",2022,49,2022-12-04,2022-12-10,133
"QC","60+",2022,50,2022-12-11,2022-12-17,128
"QC","60+",2022,51,2022-12-18,2022-12-24,114
"QC","60+",2022,52,2022-12-25,2022-12-31,65
"QC","60+",2023,1,2023-01-01,2023-01-07,117
"QC","60+",2023,2,2023-01-08,2023-01-14,86
"QC","60+",2023,3,2023-01-15,2023-01-21,52
"QC","60+",2023,4,2023-01-22,2023-01-28,51
"QC","60+",2023,5,2023-01-29,2023-02-04,40
"QC","60+",2023,6,2023-02-05,2023-02-11,34
"QC","60+",2023,7,2023-02-12,2023-02-18,29
"QC","60+",2023,8,2023-02-19,2023-02-25,23
"QC","60+",2023,9,2023-02-26,2023-02-26,0
